dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
VBF125,6,3.01,"[1100.0, 1200.0)",0,,
VBF125,6,3.01,"[1200.0, 1300.0)",0,,
VBF125,6,3.01,"[1300.0, 1400.0)",0,,
VBF125,6,3.01,"[1400.0, 1500.0)",0,,
VBF125,6,3.01,"[1500.0, 1600.0)",0,,
VBF125,6,3.01,"[1600.0, 1700.0)",0,,
VBF125,6,3.01,"[1700.0, 1800.0)",0,,
VBF125,6,3.01,"[1800.0, 1900.0)",0,,
VBF125,6,3.01,"[1900.0, 2000.0)",0,,
VBF125,6,3.01,"[2000.0, inf)",0,,
WminusH125,6,3.01,"[-inf, 200.0)",0,,
WminusH125,6,3.01,"[200.0, 300.0)",91,2.1539354779509696,0.0569275958840262
WminusH125,6,3.01,"[300.0, 400.0)",30,0.7230486503490432,0.018932210703876674
WminusH125,6,3.01,"[400.0, 500.0)",19,0.4342150868766133,0.011360610679596787
WminusH125,6,3.01,"[500.0, 600.0)",0,,
WminusH125,6,3.01,"[600.0, 700.0)",1,0.022358201307653956,0.0004998891657135789
WminusH125,6,3.01,"[700.0, 800.0)",1,0.03698096384643365,0.001367591687011233
WminusH125,6,3.01,"[800.0, 900.0)",0,,
WminusH125,6,3.01,"[900.0, 1000.0)",1,0.018227637465535535,0.00033224676757499463
WminusH125,6,3.01,"[1000.0, 1100.0)",0,,
WminusH125,6,3.01,"[1100.0, 1200.0)",0,,
WminusH125,6,3.01,"[1200.0, 1300.0)",0,,
WminusH125,6,3.01,"[1300.0, 1400.0)",0,,
WminusH125,6,3.01,"[1400.0, 1500.0)",0,,
WminusH125,6,3.01,"[1500.0, 1600.0)",0,,
WminusH125,6,3.01,"[1600.0, 1700.0)",0,,
WminusH125,6,3.01,"[1700.0, 1800.0)",0,,
WminusH125,6,3.01,"[1800.0, 1900.0)",0,,
WminusH125,6,3.01,"[1900.0, 2000.0)",0,,
WminusH125,6,3.01,"[2000.0, inf)",0,,
WplusH125,6,3.01,"[-inf, 200.0)",0,,
WplusH125,6,3.01,"[200.0, 300.0)",105,3.737188780331962,0.1541168771587549
WplusH125,6,3.01,"[300.0, 400.0)",59,2.24924306232946,0.09497625615864651
WplusH125,6,3.01,"[400.0, 500.0)",30,1.1069051731163306,0.04745562291395424
WplusH125,6,3.01,"[500.0, 600.0)",11,0.37234784117655223,0.01494233540059875
WplusH125,6,3.01,"[600.0, 700.0)",7,0.2787021336165918,0.011304531468960205
WplusH125,6,3.01,"[700.0, 800.0)",3,0.10382010772929333,0.004188516738221306
WplusH125,6,3.01,"[800.0, 900.0)",1,0.03843385317263368,0.0014771610696955647
WplusH125,6,3.01,"[900.0, 1000.0)",0,,
WplusH125,6,3.01,"[1000.0, 1100.0)",1,0.02778461792807208,0.000771984993408944
WplusH125,6,3.01,"[1100.0, 1200.0)",0,,
WplusH125,6,3.01,"[1200.0, 1300.0)",0,,
WplusH125,6,3.01,"[1300.0, 1400.0)",0,,
WplusH125,6,3.01,"[1400.0, 1500.0)",0,,
WplusH125,6,3.01,"[1500.0, 1600.0)",0,,
WplusH125,6,3.01,"[1600.0, 1700.0)",0,,
WplusH125,6,3.01,"[1700.0, 1800.0)",0,,
WplusH125,6,3.01,"[1800.0, 1900.0)",0,,
WplusH125,6,3.01,"[1900.0, 2000.0)",0,,
WplusH125,6,3.01,"[2000.0, inf)",0,,
ZH125,6,3.01,"[-inf, 200.0)",0,,
ZH125,6,3.01,"[200.0, 300.0)",72,3.076069561639191,0.14115718051787443
ZH125,6,3.01,"[300.0, 400.0)",33,1.3652722089997118,0.0595860528429738
ZH125,6,3.01,"[400.0, 500.0)",17,0.7364745338434334,0.03384276213051168
ZH125,6,3.01,"[500.0, 600.0)",7,0.2764138506628497,0.011498032282965923
ZH125,6,3.01,"[600.0, 700.0)",3,0.09572068438941703,0.0031951022665875164
ZH125,6,3.01,"[700.0, 800.0)",1,0.05082040430172722,0.0025827134933910137
ZH125,6,3.01,"[800.0, 900.0)",1,0.05974659330978951,0.0035696554121253826
ZH125,6,3.01,"[900.0, 1000.0)",0,,
ZH125,6,3.01,"[1000.0, 1100.0)",0,,
ZH125,6,3.01,"[1100.0, 1200.0)",0,,
ZH125,6,3.01,"[1200.0, 1300.0)",0,,
ZH125,6,3.01,"[1300.0, 1400.0)",0,,
ZH125,6,3.01,"[1400.0, 1500.0)",0,,
ZH125,6,3.01,"[1500.0, 1600.0)",0,,
ZH125,6,3.01,"[1600.0, 1700.0)",0,,
ZH125,6,3.01,"[1700.0, 1800.0)",0,,
ZH125,6,3.01,"[1800.0, 1900.0)",0,,
ZH125,6,3.01,"[1900.0, 2000.0)",0,,
ZH125,6,3.01,"[2000.0, inf)",0,,
ggZH_ZToQQ_125,6,3.01,"[-inf, 200.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[200.0, 300.0)",238,1.2386448021749024,0.007243354500635344
ggZH_ZToQQ_125,6,3.01,"[300.0, 400.0)",123,0.6488031767993727,0.0037724396715405747
ggZH_ZToQQ_125,6,3.01,"[400.0, 500.0)",55,0.2954845834747703,0.0017947367246508095
ggZH_ZToQQ_125,6,3.01,"[500.0, 600.0)",32,0.16163156498387393,0.0009061501469048895
ggZH_ZToQQ_125,6,3.01,"[600.0, 700.0)",14,0.07796528708905355,0.0004455253502882978
ggZH_ZToQQ_125,6,3.01,"[700.0, 800.0)",9,0.05126193345648116,0.0003194888061417643
ggZH_ZToQQ_125,6,3.01,"[800.0, 900.0)",1,0.004682325376169803,2.1924170928323692e-05
ggZH_ZToQQ_125,6,3.01,"[900.0, 1000.0)",2,0.005994739124893602,3.4184693587187944e-05
ggZH_ZToQQ_125,6,3.01,"[1000.0, 1100.0)",2,0.01456487879756126,0.00010709953674554169
ggZH_ZToQQ_125,6,3.01,"[1100.0, 1200.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1200.0, 1300.0)",1,0.005502171666524009,3.0273893047899594e-05
ggZH_ZToQQ_125,6,3.01,"[1300.0, 1400.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1400.0, 1500.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1500.0, 1600.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1600.0, 1700.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1700.0, 1800.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1800.0, 1900.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1900.0, 2000.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[2000.0, inf)",0,,
ggF125,6,3.01,"[-inf, 200.0)",0,,
ggF125,6,3.01,"[200.0, 300.0)",8395,107.45684011938829,1.5326733242884447
ggF125,6,3.01,"[300.0, 400.0)",3622,47.1958665424436,0.6838510091816932
ggF125,6,3.01,"[400.0, 500.0)",1147,14.967255232365842,0.2191741729648585
ggF125,6,3.01,"[500.0, 600.0)",407,5.2318106712328065,0.07575208671087695
ggF125,6,3.01,"[600.0, 700.0)",118,1.4513880098292264,0.020694490736336245
ggF125,6,3.01,"[700.0, 800.0)",50,0.6672825428406808,0.009925385973043871
ggF125,6,3.01,"[800.0, 900.0)",31,0.3798676244058015,0.0056234867232333
ggF125,6,3.01,"[900.0, 1000.0)",18,0.24786544950090747,0.0038215496075300957
ggF125,6,3.01,"[1000.0, 1100.0)",9,0.13543099005250545,0.002058912781704046
ggF125,6,3.01,"[1100.0, 1200.0)",0,,
ggF125,6,3.01,"[1200.0, 1300.0)",3,0.03465011141461806,0.00040254068145312484
ggF125,6,3.01,"[1300.0, 1400.0)",0,,
ggF125,6,3.01,"[1400.0, 1500.0)",0,,
ggF125,6,3.01,"[1500.0, 1600.0)",1,0.010572310875769184,0.0001117737572539074
ggF125,6,3.01,"[1600.0, 1700.0)",0,,
ggF125,6,3.01,"[1700.0, 1800.0)",0,,
ggF125,6,3.01,"[1800.0, 1900.0)",0,,
ggF125,6,3.01,"[1900.0, 2000.0)",0,,
ggF125,6,3.01,"[2000.0, inf)",1,0.01075951560510252,0.00011576717605644464
ttH125,6,3.01,"[-inf, 200.0)",0,,
ttH125,6,3.01,"[200.0, 300.0)",119,0.4042892171203131,0.001735983985969754
ttH125,6,3.01,"[300.0, 400.0)",79,0.24957979347158377,0.0010558475406680227
ttH125,6,3.01,"[400.0, 500.0)",31,0.09283559482915849,0.00035901253645850487
ttH125,6,3.01,"[500.0, 600.0)",17,0.04515771744765082,0.00019937930283844162
ttH125,6,3.01,"[600.0, 700.0)",10,0.029490491750536925,0.0001616563254231711
ttH125,6,3.01,"[700.0, 800.0)",6,0.01727572809072529,0.00011141677330036885
ttH125,6,3.01,"[800.0, 900.0)",2,0.0034098631492995575,1.0941380267041862e-05
ttH125,6,3.01,"[900.0, 1000.0)",1,0.005462275771853682,2.983645660777974e-05
ttH125,6,3.01,"[1000.0, 1100.0)",1,0.0044211195333139115,1.9546297927849816e-05
ttH125,6,3.01,"[1100.0, 1200.0)",1,0.004155112067088216,1.7264956290062114e-05
ttH125,6,3.01,"[1200.0, 1300.0)",0,,
ttH125,6,3.01,"[1300.0, 1400.0)",0,,
ttH125,6,3.01,"[1400.0, 1500.0)",0,,
ttH125,6,3.01,"[1500.0, 1600.0)",0,,
ttH125,6,3.01,"[1600.0, 1700.0)",1,0.004108868332534678,1.6882798974106295e-05
ttH125,6,3.01,"[1700.0, 1800.0)",0,,
ttH125,6,3.01,"[1800.0, 1900.0)",0,,
ttH125,6,3.01,"[1900.0, 2000.0)",0,,
ttH125,6,3.01,"[2000.0, inf)",0,,
MET_Run2017B,6,3.01,"[-inf, 200.0)",0,,
MET_Run2017B,6,3.01,"[200.0, 300.0)",7169,,
MET_Run2017B,6,3.01,"[300.0, 400.0)",1466,,
MET_Run2017B,6,3.01,"[400.0, 500.0)",263,,
MET_Run2017B,6,3.01,"[500.0, 600.0)",83,,
MET_Run2017B,6,3.01,"[600.0, 700.0)",34,,
MET_Run2017B,6,3.01,"[700.0, 800.0)",18,,
MET_Run2017B,6,3.01,"[800.0, 900.0)",6,,
MET_Run2017B,6,3.01,"[900.0, 1000.0)",3,,
MET_Run2017B,6,3.01,"[1000.0, 1100.0)",0,,
MET_Run2017B,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2017B,6,3.01,"[1200.0, 1300.0)",1,,
MET_Run2017B,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2017B,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2017B,6,3.01,"[1500.0, 1600.0)",1,,
MET_Run2017B,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2017B,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2017B,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2017B,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2017B,6,3.01,"[2000.0, inf)",0,,
MET_Run2017C,6,3.01,"[-inf, 200.0)",0,,
MET_Run2017C,6,3.01,"[200.0, 300.0)",14489,,
MET_Run2017C,6,3.01,"[300.0, 400.0)",2864,,
MET_Run2017C,6,3.01,"[400.0, 500.0)",632,,
MET_Run2017C,6,3.01,"[500.0, 600.0)",168,,
MET_Run2017C,6,3.01,"[600.0, 700.0)",64,,
MET_Run2017C,6,3.01,"[700.0, 800.0)",27,,
MET_Run2017C,6,3.01,"[800.0, 900.0)",10,,
MET_Run2017C,6,3.01,"[900.0, 1000.0)",8,,
MET_Run2017C,6,3.01,"[1000.0, 1100.0)",1,,
MET_Run2017C,6,3.01,"[1100.0, 1200.0)",1,,
MET_Run2017C,6,3.01,"[1200.0, 1300.0)",1,,
MET_Run2017C,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2017C,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2017C,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2017C,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2017C,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2017C,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2017C,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2017C,6,3.01,"[2000.0, inf)",0,,
MET_Run2017D,6,3.01,"[-inf, 200.0)",0,,
MET_Run2017D,6,3.01,"[200.0, 300.0)",6296,,
MET_Run2017D,6,3.01,"[300.0, 400.0)",1293,,
MET_Run2017D,6,3.01,"[400.0, 500.0)",283,,
MET_Run2017D,6,3.01,"[500.0, 600.0)",69,,
MET_Run2017D,6,3.01,"[600.0, 700.0)",23,,
MET_Run2017D,6,3.01,"[700.0, 800.0)",11,,
MET_Run2017D,6,3.01,"[800.0, 900.0)",8,,
MET_Run2017D,6,3.01,"[900.0, 1000.0)",1,,
MET_Run2017D,6,3.01,"[1000.0, 1100.0)",0,,
MET_Run2017D,6,3.01,"[1100.0, 1200.0)",5,,
MET_Run2017D,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2017D,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2017D,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2017D,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2017D,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2017D,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2017D,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2017D,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2017D,6,3.01,"[2000.0, inf)",0,,
MET_Run2017E,6,3.01,"[-inf, 200.0)",0,,
MET_Run2017E,6,3.01,"[200.0, 300.0)",13259,,
MET_Run2017E,6,3.01,"[300.0, 400.0)",2713,,
MET_Run2017E,6,3.01,"[400.0, 500.0)",639,,
MET_Run2017E,6,3.01,"[500.0, 600.0)",187,,
MET_Run2017E,6,3.01,"[600.0, 700.0)",54,,
MET_Run2017E,6,3.01,"[700.0, 800.0)",24,,
MET_Run2017E,6,3.01,"[800.0, 900.0)",8,,
MET_Run2017E,6,3.01,"[900.0, 1000.0)",4,,
MET_Run2017E,6,3.01,"[1000.0, 1100.0)",4,,
MET_Run2017E,6,3.01,"[1100.0, 1200.0)",1,,
MET_Run2017E,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2017E,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2017E,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2017E,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2017E,6,3.01,"[1600.0, 1700.0)",1,,
MET_Run2017E,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2017E,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2017E,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2017E,6,3.01,"[2000.0, inf)",0,,
MET_Run2017F,6,3.01,"[-inf, 200.0)",0,,
MET_Run2017F,6,3.01,"[200.0, 300.0)",18662,,
MET_Run2017F,6,3.01,"[300.0, 400.0)",3932,,
MET_Run2017F,6,3.01,"[400.0, 500.0)",879,,
MET_Run2017F,6,3.01,"[500.0, 600.0)",260,,
MET_Run2017F,6,3.01,"[600.0, 700.0)",75,,
MET_Run2017F,6,3.01,"[700.0, 800.0)",33,,
MET_Run2017F,6,3.01,"[800.0, 900.0)",13,,
MET_Run2017F,6,3.01,"[900.0, 1000.0)",4,,
MET_Run2017F,6,3.01,"[1000.0, 1100.0)",2,,
MET_Run2017F,6,3.01,"[1100.0, 1200.0)",1,,
MET_Run2017F,6,3.01,"[1200.0, 1300.0)",1,,
MET_Run2017F,6,3.01,"[1300.0, 1400.0)",1,,
MET_Run2017F,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2017F,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2017F,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2017F,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2017F,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2017F,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2017F,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2017B,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2017B,6,3.01,"[200.0, 300.0)",63,,
SingleElectron_Run2017B,6,3.01,"[300.0, 400.0)",18,,
SingleElectron_Run2017B,6,3.01,"[400.0, 500.0)",3,,
SingleElectron_Run2017B,6,3.01,"[500.0, 600.0)",2,,
SingleElectron_Run2017B,6,3.01,"[600.0, 700.0)",2,,
SingleElectron_Run2017B,6,3.01,"[700.0, 800.0)",0,,
SingleElectron_Run2017B,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2017B,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2017B,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2017B,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2017C,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2017C,6,3.01,"[200.0, 300.0)",309,,
SingleElectron_Run2017C,6,3.01,"[300.0, 400.0)",109,,
SingleElectron_Run2017C,6,3.01,"[400.0, 500.0)",30,,
SingleElectron_Run2017C,6,3.01,"[500.0, 600.0)",8,,
SingleElectron_Run2017C,6,3.01,"[600.0, 700.0)",5,,
SingleElectron_Run2017C,6,3.01,"[700.0, 800.0)",5,,
SingleElectron_Run2017C,6,3.01,"[800.0, 900.0)",2,,
SingleElectron_Run2017C,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2017C,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2017C,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2017D,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2017D,6,3.01,"[200.0, 300.0)",111,,
SingleElectron_Run2017D,6,3.01,"[300.0, 400.0)",43,,
SingleElectron_Run2017D,6,3.01,"[400.0, 500.0)",18,,
SingleElectron_Run2017D,6,3.01,"[500.0, 600.0)",4,,
SingleElectron_Run2017D,6,3.01,"[600.0, 700.0)",2,,
SingleElectron_Run2017D,6,3.01,"[700.0, 800.0)",2,,
SingleElectron_Run2017D,6,3.01,"[800.0, 900.0)",1,,
SingleElectron_Run2017D,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1100.0, 1200.0)",1,,
SingleElectron_Run2017D,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2017D,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2017D,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2017E,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2017E,6,3.01,"[200.0, 300.0)",238,,
SingleElectron_Run2017E,6,3.01,"[300.0, 400.0)",107,,
SingleElectron_Run2017E,6,3.01,"[400.0, 500.0)",45,,
SingleElectron_Run2017E,6,3.01,"[500.0, 600.0)",15,,
SingleElectron_Run2017E,6,3.01,"[600.0, 700.0)",3,,
SingleElectron_Run2017E,6,3.01,"[700.0, 800.0)",3,,
SingleElectron_Run2017E,6,3.01,"[800.0, 900.0)",1,,
SingleElectron_Run2017E,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1000.0, 1100.0)",2,,
SingleElectron_Run2017E,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2017E,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2017E,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2017F,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2017F,6,3.01,"[200.0, 300.0)",338,,
SingleElectron_Run2017F,6,3.01,"[300.0, 400.0)",128,,
SingleElectron_Run2017F,6,3.01,"[400.0, 500.0)",38,,
SingleElectron_Run2017F,6,3.01,"[500.0, 600.0)",14,,
SingleElectron_Run2017F,6,3.01,"[600.0, 700.0)",12,,
SingleElectron_Run2017F,6,3.01,"[700.0, 800.0)",1,,
SingleElectron_Run2017F,6,3.01,"[800.0, 900.0)",1,,
SingleElectron_Run2017F,6,3.01,"[900.0, 1000.0)",1,,
SingleElectron_Run2017F,6,3.01,"[1000.0, 1100.0)",2,,
SingleElectron_Run2017F,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2017F,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2017F,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2017B,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[200.0, 300.0)",528,,
SinglePhoton_Run2017B,6,3.01,"[300.0, 400.0)",166,,
SinglePhoton_Run2017B,6,3.01,"[400.0, 500.0)",64,,
SinglePhoton_Run2017B,6,3.01,"[500.0, 600.0)",27,,
SinglePhoton_Run2017B,6,3.01,"[600.0, 700.0)",16,,
SinglePhoton_Run2017B,6,3.01,"[700.0, 800.0)",11,,
SinglePhoton_Run2017B,6,3.01,"[800.0, 900.0)",1,,
SinglePhoton_Run2017B,6,3.01,"[900.0, 1000.0)",2,,
SinglePhoton_Run2017B,6,3.01,"[1000.0, 1100.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1500.0, 1600.0)",1,,
SinglePhoton_Run2017B,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2017B,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2017C,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[200.0, 300.0)",1034,,
SinglePhoton_Run2017C,6,3.01,"[300.0, 400.0)",372,,
SinglePhoton_Run2017C,6,3.01,"[400.0, 500.0)",130,,
SinglePhoton_Run2017C,6,3.01,"[500.0, 600.0)",63,,
SinglePhoton_Run2017C,6,3.01,"[600.0, 700.0)",35,,
SinglePhoton_Run2017C,6,3.01,"[700.0, 800.0)",12,,
SinglePhoton_Run2017C,6,3.01,"[800.0, 900.0)",7,,
SinglePhoton_Run2017C,6,3.01,"[900.0, 1000.0)",6,,
SinglePhoton_Run2017C,6,3.01,"[1000.0, 1100.0)",1,,
SinglePhoton_Run2017C,6,3.01,"[1100.0, 1200.0)",1,,
SinglePhoton_Run2017C,6,3.01,"[1200.0, 1300.0)",1,,
SinglePhoton_Run2017C,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2017C,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2017D,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[200.0, 300.0)",468,,
SinglePhoton_Run2017D,6,3.01,"[300.0, 400.0)",166,,
SinglePhoton_Run2017D,6,3.01,"[400.0, 500.0)",59,,
SinglePhoton_Run2017D,6,3.01,"[500.0, 600.0)",33,,
SinglePhoton_Run2017D,6,3.01,"[600.0, 700.0)",10,,
SinglePhoton_Run2017D,6,3.01,"[700.0, 800.0)",4,,
SinglePhoton_Run2017D,6,3.01,"[800.0, 900.0)",6,,
SinglePhoton_Run2017D,6,3.01,"[900.0, 1000.0)",1,,
SinglePhoton_Run2017D,6,3.01,"[1000.0, 1100.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1100.0, 1200.0)",5,,
SinglePhoton_Run2017D,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2017D,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2017E,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2017E,6,3.01,"[200.0, 300.0)",983,,
SinglePhoton_Run2017E,6,3.01,"[300.0, 400.0)",354,,
SinglePhoton_Run2017E,6,3.01,"[400.0, 500.0)",129,,
